id,label,predict_result,predict_score,predict_detail,type
1,3,3,0.30885812640190125,{'0': 0.20054961740970612, '1': 0.18347924947738647, '2': 0.30711308121681213, '3': 0.30885812640190125},predict
780,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
781,1,1,0.41974732279777527,{'0': 0.3994206488132477, '1': 0.41974732279777527, '2': 0.17395015060901642, '3': 0.006881915498524904},predict
782,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
783,0,0,0.30930256843566895,{'0': 0.30930256843566895, '1': 0.29758715629577637, '2': 0.2999776601791382, '3': 0.0931326225399971},predict
784,1,1,0.5018381476402283,{'0': 0.4283534288406372, '1': 0.5018381476402283, '2': 0.06959068030118942, '3': 0.00021770743478555232},predict
785,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
786,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
787,1,1,0.46842101216316223,{'0': 0.42105838656425476, '1': 0.46842101216316223, '2': 0.1093757376074791, '3': 0.0011448200093582273},predict
788,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
789,1,1,0.4739344120025635,{'0': 0.4227522313594818, '1': 0.4739344120025635, '2': 0.10241753607988358, '3': 0.0008958789403550327},predict
790,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
791,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
792,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
793,0,1,0.4595915675163269,{'0': 0.41799065470695496, '1': 0.4595915675163269, '2': 0.12075614929199219, '3': 0.001661565969698131},predict
794,2,1,0.45255225896835327,{'0': 0.4152492582798004, '1': 0.45255225896835327, '2': 0.12999899685382843, '3': 0.0021994994021952152},predict
795,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
796,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
797,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
798,1,1,0.490243136882782,{'0': 0.42666810750961304, '1': 0.490243136882782, '2': 0.08268168568611145, '3': 0.000407156883738935},predict
799,0,1,0.4352628290653229,{'0': 0.4074963927268982, '1': 0.4352628290653229, '2': 0.1530989408493042, '3': 0.004141887184232473},predict
800,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
801,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
802,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
803,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
804,2,0,0.34850549697875977,{'0': 0.34850549697875977, '1': 0.3446098864078522, '2': 0.2636754512786865, '3': 0.04320913180708885},predict
805,0,1,0.43610718846321106,{'0': 0.4079066514968872, '1': 0.43610718846321106, '2': 0.151963472366333, '3': 0.004022733308374882},predict
806,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
807,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
808,1,1,0.44057556986808777,{'0': 0.4100256562232971, '1': 0.44057556986808777, '2': 0.14596161246299744, '3': 0.0034371432848274708},predict
809,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
810,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
811,0,1,0.4751558303833008,{'0': 0.4231027066707611, '1': 0.4751558303833008, '2': 0.100894033908844, '3': 0.0008473553461953998},predict
812,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
813,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
814,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
815,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
816,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
817,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
818,1,1,0.5864686965942383,{'0': 0.40411749482154846, '1': 0.5864686965942383, '2': 0.009413582272827625, '3': 1.9887876590019005e-07},predict
819,0,1,0.4576413333415985,{'0': 0.417256623506546, '1': 0.4576413333415985, '2': 0.12330365926027298, '3': 0.0017983674770221114},predict
820,1,1,0.36437851190567017,{'0': 0.3635191321372986, '1': 0.36437851190567017, '2': 0.2431032508611679, '3': 0.02899901010096073},predict
821,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
822,0,1,0.43871039152145386,{'0': 0.4091520309448242, '1': 0.43871039152145386, '2': 0.14846499264240265, '3': 0.0036725779063999653},predict
823,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
824,0,1,0.5066370964050293,{'0': 0.4287562668323517, '1': 0.5066370964050293, '2': 0.06444165855646133, '3': 0.0001650190242798999},predict
825,0,1,0.4321235418319702,{'0': 0.4059436619281769, '1': 0.4321235418319702, '2': 0.15732288360595703, '3': 0.004609961062669754},predict
826,0,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
827,0,0,0.3160167634487152,{'0': 0.3160167634487152, '1': 0.30529162287712097, '2': 0.29533904790878296, '3': 0.08335264027118683},predict
828,0,1,0.4219285845756531,{'0': 0.4006154537200928, '1': 0.4219285845756531, '2': 0.17102788388729095, '3': 0.006428079679608345},predict
829,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
830,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
831,2,0,0.3098478317260742,{'0': 0.3098478317260742, '1': 0.29820844531059265, '2': 0.2996231019496918, '3': 0.09232055395841599},predict
832,2,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
833,1,1,0.4860517084598541,{'0': 0.4258260130882263, '1': 0.4860517084598541, '2': 0.08761876821517944, '3': 0.0005034690257161856},predict
834,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
835,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
836,2,1,0.49743595719337463,{'0': 0.42782890796661377, '1': 0.49743595719337463, '2': 0.07445705682039261, '3': 0.00027805776335299015},predict
837,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
838,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
839,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
840,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
841,0,1,0.4324639141559601,{'0': 0.4061138927936554, '1': 0.4324639141559601, '2': 0.1568649858236313, '3': 0.004557277541607618},predict
842,1,3,0.3189603388309479,{'0': 0.19639676809310913, '1': 0.1793857216835022, '2': 0.3052571415901184, '3': 0.3189603388309479},predict
843,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
844,1,1,0.45963674783706665,{'0': 0.4180070161819458, '1': 0.45963674783706665, '2': 0.12069777399301529, '3': 0.0016585281118750572},predict
845,1,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
846,3,3,0.3774893581867218,{'0': 0.17327585816383362, '1': 0.15683987736701965, '2': 0.2923949360847473, '3': 0.3774893581867218},predict
